version_name,version,url,scraped_date
"^ ""Enterprise Linux Release 4 Update 7 for x86 (32 bit), x86_64 (64 Bit) and Itanium (ia64) architectures"". 5 August 2008. Archived from the original on 17 June 2013. Retrieved 22 July 2012.",2008,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Enterprise Linux Release 4 Update 8 for x86 (32 bit), x86_64 (64 Bit) and Itanium (ia64) architectures"". 26 May 2009. Archived from the original on 17 June 2013. Retrieved 22 July 2012.",2009,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Enterprise Linux Release 5"". 26 June 2007. Archived from the original on 17 June 2013. Retrieved 22 July 2012.",5,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux Release 5 Update 8 for x86 (32 bit) and x86_64 (64 Bit) architectures"". 2 March 2012. Archived from the original on 13 December 2014. Retrieved 22 July 2012.",2012,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux Release 6"". 11 February 2011. Archived from the original on 14 December 2014. Retrieved 22 July 2012.",6,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the general availability of Oracle Linux 6.7"". Archived from the original on 6 September 2015. Retrieved 31 July 2015.",6.7,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""FRIDAY SPOTLIGHT: Oracle Linux 6.8 is now available"". Archived from the original on 21 September 2016. Retrieved 7 July 2016.",6.8,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 6 Update 9"". Archived from the original on 9 April 2017. Retrieved 28 March 2017.",9,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 6 Update 10"". Archived from the original on 3 July 2018. Retrieved 12 October 2018.",10,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing General Availability of Oracle Linux 7.2"". Archived from the original on 26 November 2015. Retrieved 14 December 2015.",7.2,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux 7.3 Available Now"". Archived from the original on 14 November 2016. Retrieved 14 November 2016.",7.3,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux 7.4 Available Now"". Archived from the original on 19 September 2017. Retrieved 23 August 2017.",7.4,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux 7.5 Available Now"". Archived from the original on 18 April 2018. Retrieved 18 April 2018.",7.5,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 7 Update 7"". Archived from the original on 10 October 2020. Retrieved 16 August 2019.",7,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 7 Update 8"". Archived from the original on 27 October 2020. Retrieved 28 April 2020.",8,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux 8.0 Available Now"". Archived from the original on 27 September 2020. Retrieved 25 July 2019.",8.0,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 8 Update 2"". Archived from the original on 6 May 2020. Retrieved 6 May 2020.",2,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 8 Update 3"". Archived from the original on 1 December 2020. Retrieved 13 November 2020.",3,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Announcing the release of Oracle Linux 8 Update 4"". Archived from the original on 26 November 2021. Retrieved 26 May 2021.",4,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
"^ ""Oracle Linux 9.6 Now Generally Available"". Oracle Linux Blog. 27 May 2025.",9.6,https://en.wikipedia.org/wiki/Oracle_Linux,2025-10-17 17:12:05
