version_name,version,url,scraped_date
Windows Server 2022,2022,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2019,2019,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2016,2016,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2012 R2,2012,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2012,2012,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2008 R2,2008,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2008,2008,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
Windows Server 2003,2003,https://learn.microsoft.com/en-us/windows-server/get-started/windows-server-release-info,2025-10-15 17:05:05
